trial,activity,frame0,time_from_clip_start_nominal_s,com_proxy_camera_x_m,com_proxy_camera_y_m,com_proxy_camera_z_m,delta_camera_x_m,delta_camera_minus_y_m,delta_camera_z_m,absolute_height_above_floor_m,true_horizontal_1_m,true_horizontal_2_m,equal_joint_centroid_x_m,equal_joint_centroid_y_m,equal_joint_centroid_z_m,median_normalized_limb_scale,max_joint_step_from_previous_m,review_flag,head_ankle_angle_to_camera_minus_y_deg,eye_to_furthest_foot_m
S50A13T05,A13,0,0.0,0.3843225941504371,0.5951732238044594,2.6194152746632913,0.0,0.0,0.0,,,,0.2673623853325844,0.6039712600708006,2.510793846130371,1.0099182832595912,,False,83.64851572670102,1.4212641245407287
S50A13T05,A13,1,0.03333333333333333,0.3884700609223175,0.5904770969463288,2.6212072471387597,0.0041474667718803815,0.004696126858130589,0.001791972475468473,,,,0.271487033545971,0.6007895946502687,2.5114511413574214,0.9993370125075823,0.021184324099359303,False,83.71773277141352,1.405517375323439
S50A13T05,A13,2,0.06666666666666667,0.3894561645782291,0.5895398039080078,2.6262356968961305,0.005133570427792,0.005633419896451608,0.006820422232839185,,,,0.2710807576179505,0.6000416793823244,2.516133934020997,0.9981474800477288,0.02113150198871489,False,84.5963608973515,1.4008827687354266
S50A13T05,A13,3,0.1,0.3953759266403874,0.5929479414312879,2.6258150769536113,0.011053332489950274,0.0022252823731714333,0.00639980229032,,,,0.2748235129117965,0.6031534357070923,2.5164407196044922,0.9877134184072025,0.024202964649286497,False,84.61932297250767,1.4016507597676333
S50A13T05,A13,4,0.13333333333333333,0.3972427821110228,0.5931855501670515,2.6295015917781988,0.012920187960585694,0.0019876736374078163,0.010086317114907484,,,,0.27736575371026995,0.6020838727951049,2.5178555755615237,0.9920998550331344,0.019099059725135824,False,84.7242033026115,1.416357709483429
S50A13T05,A13,5,0.16666666666666666,0.4015543348561118,0.594086285520927,2.6294158055619943,0.01723174070567468,0.001086938283532346,0.010000530898703008,,,,0.28123185189813377,0.6028519897460938,2.5176659927368163,0.9905242911676675,0.014387322456418505,False,84.76932231928656,1.4120784804829198
S50A13T05,A13,6,0.2,0.4048216324920062,0.593486398821285,2.6300927149648454,0.020499038341569076,0.0016868249831744064,0.010677440301554153,,,,0.2837450524717569,0.6026042280197142,2.51876025390625,0.9918590111064884,0.013454808478127028,False,84.25632041848637,1.4203946369217098
S50A13T05,A13,7,0.23333333333333334,0.4064952013789905,0.5944415288882081,2.629793474695215,0.022172607228553354,0.0007316949162512465,0.01037820003192369,,,,0.2845613520443439,0.6023133544921876,2.518890380859375,0.9896066201799705,0.007928479100355369,False,84.12068539069551,1.4224671586163777
S50A13T05,A13,8,0.26666666666666666,0.40609910285532064,0.5964697668894788,2.6279995332041772,0.021776508704883513,-0.0012965430850194748,0.008584258540885958,,,,0.2849762188792229,0.6028903274536132,2.5177999649047855,0.9949017857258763,0.019564267556053175,False,83.5630181557115,1.4300242996380548
S50A13T05,A13,9,0.3,0.4059933325338435,0.5968154014396222,2.627375562816084,0.021670738383406385,-0.0016421776351628337,0.007960288152792927,,,,0.2845580122172833,0.6046775598526003,2.5175356597900387,0.9977554358931777,0.01651753576689811,False,83.53410908636268,1.4290186749370668
S50A13T05,A13,10,0.3333333333333333,0.4045381477131009,0.5967529874364844,2.629045012263084,0.0202155535626638,-0.0015797636320250552,0.009629737599792687,,,,0.2842195127606392,0.6025387725830077,2.518489013671876,1.0006629874924176,0.019607943123003978,False,83.26129491447834,1.4312363587999548
S50A13T05,A13,11,0.36666666666666664,0.40334813604490677,0.6033886070368042,2.6255210068553274,0.019025541894469644,-0.00821538323234483,0.00610573219203614,,,,0.28250352333486073,0.6045811185836791,2.516729896545411,1.0091311175529603,0.03280820425263161,False,83.97356765262253,1.4335897479761985
S50A13T05,A13,12,0.4,0.40223419942266425,0.6021704341572328,2.6226548238567164,0.017911605272227127,-0.006997210352773453,0.003239549193425173,,,,0.280664925172925,0.605430293083191,2.5150637207031252,1.0045085609019204,0.022648441878216734,False,83.83583916535294,1.4292780071840245
S50A13T05,A13,13,0.43333333333333335,0.4004488445877561,0.603180132075133,2.6215784890249956,0.016126250437318967,-0.00800690827067363,0.002163214361704302,,,,0.280488929670304,0.6065858182907105,2.5135353698730465,1.006876937478115,0.017335399798105357,False,83.69093971735336,1.4290940367831655
S50A13T05,A13,14,0.4666666666666667,0.40141051338728956,0.6021247668369091,2.6194532754885937,0.017087919236852434,-0.006951543032449714,3.8000825302475505e-05,,,,0.2813278149776161,0.6054565916061401,2.5116406631469723,1.0059831164863862,0.024922431779938015,False,84.21853054802378,1.4329936090315123
S50A13T05,A13,15,0.5,0.39747103981025683,0.6029026968749926,2.6168060399570776,0.013148445659819707,-0.007729473070533288,-0.002609234706213659,,,,0.278481796681881,0.6063126831054687,2.5109137649536133,1.018103303457234,0.028250999693897643,False,83.83346895182025,1.4361794951411269
S50A13T05,A13,16,0.5333333333333333,0.3973043439341682,0.6023226774625959,2.61594186426719,0.012981749783731067,-0.007149453658136573,-0.003473410396101162,,,,0.2775848094075918,0.6066624698638916,2.510633712768555,1.0167933985699769,0.017740327382728134,False,83.91491992937912,1.4352249120273886
S50A13T05,A13,17,0.5666666666666667,0.3971574480792512,0.6009858970383735,2.6156088407241116,0.01283485392881406,-0.005812673233914101,-0.0038064339391796764,,,,0.2782443548887968,0.6045979633331299,2.5095702133178706,1.0160815117509299,0.015220589707332722,False,83.86967211221682,1.4244869506994458
