trial,segment,median_m,min_m,max_m,cv_pct
S50A14T02,upper_arm_right,0.2699415592743043,0.24328549949670172,0.2883495791732215,3.8109341347969816
S50A14T02,forearm_right,0.22517224762173027,0.20293703914759822,0.24052725373370665,3.810943057193479
S50A14T02,thigh_left,0.383801274819886,0.3459016216243635,0.40997369788956617,3.8109452769242957
S50A14T02,shank_left,0.36679555643963313,0.3305752501716015,0.3918082685462719,3.8109440297499617
S50A14T02,thigh_right,0.3833882272793968,0.34552941456034153,0.4095324252205661,3.81094935777853
S50A14T02,shank_right,0.3706540032908768,0.3340529423567226,0.39592998180286443,3.8109471160406474
S50A14T05,upper_arm_left,0.2683313140177134,0.22877723503678962,0.2818715894121548,4.702869563727177
S50A14T05,forearm_left,0.22521277322805106,0.19201467875595826,0.2365772683516768,4.702870832591278
S50A14T05,upper_arm_right,0.27340765507963305,0.23310530970651264,0.2872041621757434,4.702872284260527
S50A14T05,forearm_right,0.228063694233735,0.19444533401147543,0.2395719873187297,4.702876162137646
S50A14T05,thigh_left,0.38872962773365455,0.3314278457093639,0.40834535822984896,4.7028730435097215
S50A14T05,shank_left,0.37150559403008165,0.3167427679808926,0.3902520728503061,4.7028735158000865
S50A14T05,thigh_right,0.38831121079452274,0.3310711730377711,0.40790565939414,4.702869408819953
S50A14T05,shank_right,0.3754135317224672,0.32007483365686756,0.3943573239208873,4.70287233368942
S50A14T04,upper_arm_left,0.27078385144063466,0.2577275232730777,0.27609417702109595,2.1742326617320766
S50A14T04,forearm_left,0.22727145488047293,0.216313138438558,0.23172826515103864,2.1742263863894506
S50A14T04,upper_arm_right,0.2759065883766622,0.26260380866710037,0.2813177456992889,2.1742323586751113
S50A14T04,forearm_right,0.23014825359299085,0.21905133315974795,0.23466163843338714,2.174234533119387
S50A14T04,thigh_left,0.3922825513963631,0.3733682730111697,0.3999756206726385,2.1742307280754543
S50A14T04,shank_left,0.37490122647910173,0.3568246909721686,0.3822533505098414,2.1742339220602815
S50A14T04,thigh_right,0.39186050167839837,0.3729665077961372,0.3995452186815574,2.174223961490852
S50A14T04,shank_right,0.3788449090099992,0.36057829974998473,0.38627447176402085,2.1742296718939214
S50A12T02,upper_arm_left,0.2537437503851055,0.21679138187977526,0.27323059156215806,4.904265963794552
S50A12T02,forearm_left,0.21296928078987865,0.18195490375311058,0.22932485004824324,4.90426077394509
S50A12T02,upper_arm_right,0.25854424545420773,0.22089275107730733,0.2783997676675831,4.904261320467568
S50A12T02,forearm_right,0.2156652301941479,0.18425837118763097,0.23222783485989634,4.904268476804365
S50A12T02,thigh_left,0.3675967414615255,0.3140641882463029,0.3958271058846656,4.904262587312611
S50A12T02,shank_left,0.351308968264059,0.30014832440462325,0.3782885796281619,4.904268049517757
S50A12T02,thigh_right,0.36720108198095025,0.3137260318541307,0.39540126619776245,4.904266394443067
S50A12T02,shank_right,0.35500463567648277,0.30330591146258945,0.38226802326980514,4.904262346639045
S50A10T04,upper_arm_left,0.2827524390156881,0.28040961792110003,0.28701055838823153,0.4460257889607994
S50A10T04,forearm_left,0.23731658865344996,0.23535024253357936,0.24089047772880123,0.44603691755933084
S50A10T04,upper_arm_right,0.28810182720975924,0.2857146279299146,0.29244031332743364,0.4460262893786172
S50A10T04,forearm_right,0.24032072047333186,0.23832945927006785,0.24393970238388762,0.4460245136952001
S50A10T04,thigh_left,0.4096214348719259,0.4062273974384164,0.4157897757777489,0.4460188821593787
S50A10T04,shank_left,0.3914716494931585,0.3882279498686765,0.39736684688115376,0.4460249456204001
S50A10T04,thigh_right,0.4091805730148499,0.4057901794166425,0.41534233535798987,0.44602001606166125
S50A10T04,shank_right,0.3955897601760472,0.3923120335641068,0.40154677362863583,0.44601195992362946
S50A12T01,upper_arm_left,0.215154441086197,0.19877526107459237,0.26886166189942273,10.526442015411787
S50A12T01,forearm_left,0.18058099009631798,0.16683375475552698,0.22565790922216497,10.526460037605192
S50A12T01,upper_arm_right,0.2192249059177477,0.2025357375630315,0.2739480865970365,10.52644542226708
S50A12T01,forearm_right,0.18286698700038695,0.16894584372869384,0.22851456893457045,10.526449278685584
S50A12T01,thigh_left,0.3116926779043525,0.2879642209702317,0.38949788997623547,10.52645071856505
S50A12T01,shank_left,0.29788199393429793,0.2752048139055214,0.37223968062095203,10.526456498203498
S50A12T01,thigh_right,0.3113571641708477,0.2876543588130123,0.38907850288317536,10.526445305778124
S50A12T01,shank_right,0.3010157762268065,0.27809987184925494,0.3761554285623828,10.526447011395756
S50A10T01,upper_arm_left,0.2527498481259344,0.24751808192312036,0.2707501630953017,2.5030247930487706
S50A10T01,forearm_left,0.21213513809274215,0.20774410256491616,0.2272426912180487,2.5030150241439038
S50A10T01,upper_arm_right,0.25753160562444977,0.2522009957959062,0.27587219029695037,2.503006309141692
S50A10T01,forearm_right,0.21482039350853088,0.21037383685265465,0.2301194201536294,2.5030196615894917
S50A10T01,thigh_left,0.36615692812877976,0.3585776577718874,0.39223340560820275,2.503008567429518
S50A10T01,shank_left,0.34993293023202077,0.3426896535685776,0.37485408943311427,2.503009129853213
S50A10T01,thigh_right,0.36576279423421715,0.3581917848615404,0.39181138849234065,2.5030135416157386
S50A10T01,shank_right,0.35361410103132,0.3462944418175438,0.37879748120190027,2.5030159553879776
S50A12T04,upper_arm_left,0.2542649704631016,0.24018244012172563,0.25670190275459165,2.296853957876112
S50A12T04,forearm_left,0.2134069694991124,0.20158727996636117,0.21545226145943805,2.2968607323359427
S50A12T04,upper_arm_right,0.25907542290920277,0.2447264020107837,0.26155846343375677,2.296851207502042
S50A12T04,forearm_right,0.21610838388990128,0.20413903335162684,0.2181796290593533,2.2968554629309192
S50A12T04,thigh_left,0.3683520454416247,0.3479506762781874,0.3718824180795646,2.296853631816929
S50A12T04,shank_left,0.35203075690266455,0.3325332833371519,0.3554047487653823,2.2968514840097507
S50A12T04,thigh_right,0.36795546026535236,0.3475762042173311,0.37148199646652313,2.296850919677646
S50A12T04,shank_right,0.35573388749455137,0.3360314280742118,0.35914333899032064,2.296858394452279
S50A12T05,upper_arm_left,0.2616220629792473,0.25743124703523235,0.267225828303611,0.8276522768597017
S50A12T05,forearm_left,0.2195816054879979,0.21606406262690925,0.22428510479311334,0.8276541982852577
S50A12T05,upper_arm_right,0.2665716195454916,0.2623014862020603,0.2722814985073659,0.8276502207095093
S50A12T05,forearm_right,0.22236131972393272,0.21879938493089537,0.22712415690704849,0.8276550588413278
S50A12T05,thigh_left,0.37900996717289714,0.3729385773945271,0.38712814890586256,0.8276551864594371
S50A12T05,shank_left,0.3622164695573028,0.3564142441617391,0.3699750724933609,0.8276553017653094
S50A12T05,thigh_right,0.37860205721413887,0.37253715144470145,0.3867114571658044,0.8276519698575959
S50A12T05,shank_right,0.36602691590376957,0.3601634824858903,0.3738669151703192,0.8276491716238444
S50A10T02,upper_arm_left,0.3050159560926882,0.2960406676489885,0.3110283766633711,1.3947720905030512
S50A10T02,forearm_left,0.25600242123554484,0.24846951300402637,0.2610488327506744,1.3947705335682026
S50A10T02,upper_arm_right,0.31078654875956335,0.30164134199090764,0.3169127346256926,1.3947785412004994
S50A10T02,forearm_right,0.2592430340812806,0.25161468575164103,0.2643533507790728,1.3947804498166607
S50A10T02,thigh_left,0.44187428078897417,0.4288720093481774,0.45058452163247414,1.3947701335960825
S50A10T02,shank_left,0.42229553214706733,0.40986938692147395,0.4306198136563811,1.3947694734876657
S50A10T02,thigh_right,0.4413986712035419,0.42841047707253666,0.45009959148177203,1.3947675621260998
S50A10T02,shank_right,0.4267377393383438,0.41418094602413713,0.43514973317280214,1.394768945216788
S50A10T03,upper_arm_left,0.2791851348568243,0.2759888747510993,0.2825843461108066,0.6517380733976115
S50A10T03,forearm_left,0.23432255669567104,0.23163986710220982,0.23717561065926462,0.6517454128961043
S50A10T03,upper_arm_right,0.2844671256232578,0.28121018862969266,0.2879306822162428,0.651740713021129
S50A10T03,forearm_right,0.23728877997124193,0.23457211234699607,0.24017794607193318,0.65174235189072
S50A10T03,thigh_left,0.4044534697121045,0.39982297702375386,0.40937810130444724,0.6517421750794286
S50A10T03,shank_left,0.3865327108311402,0.38210728133265526,0.3912390768742061,0.6517409234612286
S50A10T03,thigh_right,0.4040182131689851,0.3993926885283207,0.40893741512512044,0.651743065908486
S50A10T03,shank_right,0.3905988169492918,0.3861270063584959,0.39535472589061965,0.651742847685081
