trial,trunk_shoulder_midpoint,head_neck_midpoint,foot_point,shank_fraction_0p4459
S06A08T01,0.020068157314725662,0.0029651688795754366,0.0025489592176376878,0.00022271149550484283
S06A08T02,0.01860752515210629,0.002904966167164123,0.0024837727108808928,0.00021624462117379758
S06A08T03,0.020158123878055118,0.0028630603562879936,0.002472035770244306,0.0002137054341613257
S06A08T04,0.020362342130215077,0.003108214891680326,0.002553007105993148,0.0002198059149840109
S06A08T05,0.01938504596786944,0.002926457801343412,0.00248092345841475,0.00021641746801620752
